,UID,Term,Emic_Term,Translit,Scope,Tags,JoinKey,Def,Spec,Source
594,405,qawl-qarar,قول قرار,,,taxescontract,405,"""Qaul Qarar (Tax Contract): These were contracts between village landlords and imperial tax officials or jagirdars, for the payment of the agreed amount of revenues into the treasury of the state or the jagirdar. In the Mughal period, these documents often started with the words 'qaul qarar patta-yi ijara', indicating the leasing out (ijara) of tax collection duties. In colonial times, they came to be termed ‘cowles’ and were handed to significant villagers by district officials. These documents were frequently bi-lingual - Persian and the local language, and often use siyaq numerals to indicate the amount payable.""",india,992.0
595,406,qabz,قبض,,,,406,"""Qabz al-Wasul (Receipts for cash or goods received): These are short receipts for tax monies deposited with the treasurer at district, provincial or other administrative level.""",india,992.0
596,407,patra,,,,,407,"""Patra (Letter): Quite like the word 'nama' in Persian, the word 'patra' can mean letter, but it can also indicate a legal document. When implying document, it is used as a generic suffix, such as inam patra.""",india,992.0
597,408,taqrir,تقریر,,,,408,"""Statement or narrative of an individual case, usually offered to a judicial assembly towards the resolution of a dispute.""",,992.0
598,409,fasli,فصلی,,indic,calendar,409,"""In some documents, especially those concerned with revenue administration, we see the Fasli, or Ilahi calendar, which is a solar calendar, instituted by the Mughal emperor Akbar. Unlike the Islamic lunar calendar, the months of this calendar remained aligned with the seasons, through use of Indian (Hindu) months or Iranian. Adding 590/591 to the Fasli year gives us the Gregorian year. The Fasli calendar was extended to the south of the country with the gradual annexation of Deccan Sultanates by the Mughals; it was continued in use by the Hyderabad state.""",mughals,992.0
599,410,lakh,لاک,,,,410,"100,000 in India; but may have meant 10,000 in Central Asia",,
600,411,tawjih,توجیه,,,document_typefinancial,411,small slips of revenue records; in South Asia sometimes tawzih,,
601,412,sawad,سواد,,,,412,"in literary texts, سواد can refer to the ""city's silhouette"" as seen from afar",iran,
602,413,khalis,خالص,,,,413,"term for legal witnesses - not who necessarily witnessed the crime, but who witness the testimonies",russian_turkestan,
603,413,khalis,خالص,,,,413,понятой,russian_turkestan,
604,414,zir-i dastan,زیر دستان,zīr-i dastān,mughal,,414,"""imperial subjects""",mughals,824.0
605,415,elevatio,,,,,415,"""In diplomatics, elevatio refers to the practice of removing a word or phrase from its normal position in a sequence of text, and, as a mark of honour, placing these words in a different, more prominent, position on the document. The place in the text from which the phrase is removed iseither left blank or marked with a caret or other such graphic device to alert the reader to the need to reinstate an omission.""",,
606,415,elevatio,,,,,415,"The practices seems to be Chinese by origin, adopted by the Mongols, then spread to the Islamic world.",,
607,415,elevatio,,,,,415,"""The calligraphic emphasis of particularly conspicuous words in the elevatio, too, goes back to Mongol or East Asian customs. In Mongol documents words like tangrī (sky) or yarlīḡ (Mong.-Turk. for farmān) were written in specially colored ink (gold or red) on the extreme right margin of the line, which was interrupted at the place where the word was to be inserted and resumed on a new line. This custom was continued by Persian farmāns in later centuries. At least up to the 18th century, prominent words, names, or titles were written on the upper right margin outside the text, while in the line where the respective word was to be read, a small part was kept blank.""",,
608,415,elevatio,,,,,415,iftitāḥ,,
609,415,elevatio,,,,,415,"""It appears that the distinctive location of the elevatio (above and to the right of the main text) was designed to alert the reader immediately as to who the receipient was"" (184).",,
610,415,elevatio,,,,,415,"""When the inscriptio is concluded, a short space appears in the text; it is here that the reader is expected to insert the above mentioned elevatio"" (185).",,
611,416,khorjun,خورجینخورجون,,,,416,امیر خبر غلبۀ انقلاب را در بخارا شنیده خورجینهای قبلا آمده کردۀ خود را به فایتون نهاده، برای گریختن آماده می شود,,1032.0
612,416,khorjun,خورجینخورجون,,,,416,"this is a specific kind of satchel, referring to a kind of knapsack that can be carried on the back; not used much anymore",,
613,417,ra'iya,رعیه,,islam,subjecthood,417,поданный,bukhara,1035.0
614,417,ra'iya,رعیه,,islam,subjecthood,417,"some Qushbegi documents (from 1903) tend to use fuqara to refer to the 'residents' of a province, and raya to refer to 'subjects' of the state of Bukhara, e.g.: آدم فرموده رعیه گان بخارای شریف فقریایان ولایت ضیا الدین را آورده",bukhara,1059.0
615,418,bilet,,,bukhara,subjecthood,418,rendered in Russian as паспорт,bukhara,1060.0
616,419,nawazish-nama,نوازشنامه,,,document_type,419,used to refer to a document sent by Qushbegi to Kulab gov. in 1913,bukhara,1060.0
617,420,jawf,جوف,,,,420,"қовокӣ, миёнхолигии даруни чизе",,1065.0
618,420,jawf,جوف,,,,420,"this term is often used in Bukharan documents to refer to an 'enclosed' document, e.g.: بجوف خط کوپیۀ تفتیش شهر سمرقند",bukhara,1064.0
619,420,jawf,جوف,,,,420,used synonymously with درج بوده گی,bukhara,1064.0
620,420,jawf,جوف,,,,420,препровождая при сем копию...: در جوف خط نسخه ,bukhara,1066.0
621,421,gunah-kari,گنه کاری,gunah-kārī,,,421,растление,bukhara,1064.0
622,422,dalali,دلالی,,,financial,422,میانجیگری میان خرنده و فروشنده و راهنمایی در دادوستد و معامله,,8.0
623,422,dalali,دلالی,,,financial,422,маклерство,,1064.0
624,423,i'anat,اعانت,,,,423,содействие,bukhara,1067.0
625,425,za'ifa,ضعیفه,,,,425,wife,transoxania,
626,425,za'ifa,ضعیفه,,,,425,used as a synonym with زوجه,bukhara,1212.0
627,426,qo'shmachi,قوشمچی,,transoxania,womenmarriage,426,"historically, this referred to matchmaking for marriage; today it can mean 'pimping' someone",tashkent,
628,427,khasa,خاصه,,,,427,"any kind of possession, like مال",transoxania,
629,428,tarassul,ترسل,,,,428,"""Mahmud ibn Shaikh Muhammad Gilan... defines all correspondence passing through the chancellery as tarassul...""",,
630,430,tawqi,توقیع,,,,430,"""imperial edict""",,
631,431,tartuq,تارتق,,,gift,431,приношение,,1143.0
632,432,misal,مثال,,,decreedocument_type,432,"""And if the addresees are nto kings, then they may be princes (umara), viziers (vuzara), nobles (arbab-i imalak) or some other officials of the state. Such official rescripts which are issued by them assume the name of mis̱āl.""",,
633,433,mardikar,مردکار,,,,433,"refers to migrant workers; still commonly used in Uzbek; it has a negative meaning today, but did not necessarily in the past",,
634,434,afwah,افواه,,,,434,овозаҳои даҳонакӣ,,1065.0
635,434,afwah,افواه,,,,434,ничего за последнее время не видит: هیچ یک افواه نامناسب شنیده نشده است,,1217.0
636,435,salat,صلات,,,,435,"this spelling is attested very early, already during conquest of Tashkent",transoxania,
637,435,salat,صلات,,,,435,صلات های روسیه,bukhara,1218.0
638,435,salat,صلات,,,,435,совет солдатских рабочих депутатов : صلاتسکی دیپوتاتف,bukhara,1330.0
639,436,nahari,نهاری,,,,436,"хӯрок, чизи хӯрданӣ",,1065.0
640,436,nahari,نهاری,,,,436,آب نهاری نموده,,1220.0
641,437,tala,تله,,,,437,"толон, торољ, ғорат (гуфт.)",,1065.0
642,437,tala,تله,,,,437,usage paired with تالان confirms this usage in Central Asian documents,bukhara,1220.0
643,438,kharj-i pochta,خرج پوچته,,,,438,почтовый расход,bukhara,1216.0
644,439,farasha,فراشا,,,illness,439,از اهل قرشی اند تب و فراشا شده,bukhara,1256.0
645,439,farasha,فراشا,,,illness,439,حالتی که پیش از بروز تب در انسان پیدا می‌شود؛ لرزه,,8.0
646,440,quzgha,قوزغه,,,,440,in reference to an illness flaring back up: از دور نزدیک باز کسلیً قرشی قوزغه کرده است,,1258.0
647,441,muzafat,مضافات,,,province,441,بافغانستان بمضاقات مزار شریف فروخته,bukhara,1212.0
648,441,muzafat,مضافات,,,province,441,بلاد و نواحی که به شهری وابسته باشند,,8.0
649,442,furush-i adam,فروش آدم,,,slavery,442,рабство,,1212.0
650,443,be-muhlat,بیمهلت,,,,443,срочно,bukhara,1209.0
651,444,har-gah,هر گاه,,,,444,в случае,bukhara,1209.0
652,444,har-gah,هر گاه,,,,444,هرگاه مذکور قدرت دادن نداشته باشد آنوقت باید که از دولتخانه بخارا داده شودв случае же его несостоятельности расход этого должно возместить само Бухарскаго Правительство,bukhara,1209.0
653,445,sudiya,صویه,,,legal,445,موافق حکم صودیه,bukhara,1209.0
654,446,ishtraf,اشترافاشتراب,,,,446,موافق صودیه بیست پنج صوم اشتراف اخذ نموده,bukhara,1209.0
655,446,ishtraf,اشترافاشتراب,,,,446,بروجه سلطان بیکف بپاکیزه گی حویلی بخارای نو داشته گی اش را گوش ناکردن یکده صوم اشتراب گرفته شود,bukhara,1059.0
656,447,wazmin,وزمن,,,,447,"тяжёлый, увесистый, трудный",,1272.0
657,447,wazmin,وزمن,,,,447,بآنها کسلی و بیماری وزمنی بسیار شده بود,,1270.0
658,448,niyaz-nama,نیازنامه,,,document_type,448, مبلغ یکده صوم اشتراف اخذ نموده مبلغ مذکور را همراه دارندهً نیاز نماهبخذمت ذیشرف عظامی ارسالداشت,bukhara,1269.0
659,449,khatt-i kushada,خط کشاده,,transoxania,document_type,449,Открытый Лист,bukhara,1151.0
660,449,khatt-i kushada,خط کشاده,,transoxania,document_type,449,example of Russian subjects going directly to a regional governor with a khatt-i kushada,bukhara,1578.0
661,450,lahaz,لاحظ,,,illness,450,"суст, беҳол, бемадор, заиф",,1065.0
662,450,lahaz,لاحظ,,,illness,450,1921 BNSR Turki document: هر ئیل ده یاز کونلارینده قطعی صوردتده مخالفِ مزاج انسانیّت اولدیغی خصوصنده انواع کسل لیک و انحاء لاحظ و بیمارلیک لر خلاوق ایچنده پیدا و ظاهر اُولُوب,bukhara,1366.0
663,451,zor-awari,زور آوری,,,genderlegal,451,изнасилование,bukhara,1208.0
664,452,mirza-khana,,,,,452,"reference to ""upper chancery"": میرزا خانه بالا",bukhara,1208.0
665,453,khumdan,خدمان,,,,453,"коргоҳи сафолпазӣ, кӯраихиштпазӣ",,1065.0
666,453,khumdan,خدمان,,,,453,خمدانچی گی,bukhara,1208.0
667,454,sharaf-nama,شرفنامه,,,document_type,454,وزارت پناها بشرفنامه سلامتی رقم ۳۰۹۰م از روی,,1211.0
668,455,marhamat-nama,مرحمت نامه,,,document_type,455,آصف جاها بمرحمت نامه مهربانی اشان شده است که,,1211.0
669,456,naghzak,نغزک,,,healthillness,456,"бемории бачагонаи сирояткунанда, ки бар асари он ба бадан обила мебарояд, чечак",,1065.0
670,456,naghzak,نغزک,,,healthillness,456,"naghzak kandan: to vaccinate against smallpox: нағзак кандан, нағзак буридан барои пешгирӣ аз бемории нағзак заррае аз барангезонандаи ин касалиро ба организм гузаронидан, ки бо ду-се дона чечак баровардан бача аз хавф халос мешавад; чечак кандан, обилакӯбӣ кардан",,1065.0
671,456,naghzak,نغزک,,,healthillness,456,جمیع فقرایان از برای نغزک کندن راضی هستن,bukhara,1532.0
672,457,chukandan,چوکاندان,,,,457,to make (usually an animal) kneel: ба зону шинондан,,1065.0
673,457,chukandan,چوکاندان,,,,457,,,596.0
674,458,wazbini,وزبینی,,,illnesshealth,458,"used in modern Tajik to refer the 'severity' of an illness, e.g.: Вазбинии бемориро",,
675,459,ruy-khat,رویخط,,,document_type,459,"навиштае, ки дар он номгӯи касон ё чизҳо як ба як қайд ёфтааст, феҳрист, номгӯй.",transoxania,1065.0
676,460,ahd-nama,عهدنامه,,,diplomacydocument_type,460,Turki term used to refer to the 1873 treaty between Russia and Bukhara.,bukhara,1166.0
677,461,su-puli,سو پلی,,,taxes,461,املاکدار سرای چهل هفت صوم بیست تین سو پلی طلب نموده است,bukhara,1088.0
678,461,su-puli,سو پلی,,,taxes,461,"""зяката за вывозиты в Афганистан товары и за получаемую оттуда стоимость товары""",bukhara,1088.0
679,462,dawlat-i muwaqqati,,,,russiangovernment,462,Временное Правительство,bukhara,1210.0
680,463,atwiqat,اتویقات,,,legalrussian,463,پول هم نداریم که مخارج نموده اتویقات نمایئم,,1210.0
681,464,malaika,,,,servants,464,"from context, appears to refer to male servants: ""В ночь убийства моего хозяина Мумина, я спал около арб вместе с другими малайками.""",bukhara,1210.0
682,465,daka,داکه,,,trade,465,"навъи матои тунуки нафис, ки аз нахи пахта бофта мешавад",,1065.0
683,465,daka,داکه,,,trade,465,بیست دانه داکه,bukhara,1359.0
684,466,dua-nama,دعا نامه,,,document_type,466,"term used to refer to a report sent back to the center from the agent, the dua-gu: فوری آدم فرموده مسمّاة مذکور را یافته آورده سوالهای مذکور را پرسیده جوابهای   گفته گی مذکور را بتوغریگی سوالهای مذکور نوشته در جوف دعانامه مانده بخذمت و شرف   فرستاده معروض نموده شد",,1343.0
685,467,nitariusnotarius,نیتاریوس,,,contract,467,нотариус,bukhara,1346.0
686,468,chakman,چکمن,,,clothing,468,"ҷомаи рӯйпӯше, ки аз матои пашмин дӯхта мешавад",,1065.0
687,469,pasha-khurda,پشه خورده,,,healthillness,469,"""С завоеванием Ташкента в 1865 г. нашим врачам пришлось познакомиться с одной из хронических форм страдания кожи, имеющее эндемическое распрастранение в Туркестанском крае, носящее название Паша-хорда, что в переводе значит злая муха. Кроме этого названия существуют еще и другия, реже употребляемыя, я именно: яман-яара (дурная язва) и афган-яра (афганская язва)...""",transoxania,1295.0
688,470,az ghayr-i kam-u-ziyad,از غیر کم و زیاد,,,phrase,470,بلا نقص و زایدةthis is likely calqued from the Arabic:  ,,
689,470,az ghayr-i kam-u-ziyad,از غیر کم و زیاد,,,phrase,470,باید که اصل حادثه را فهمیده از غیر کم و زیاد باینجانب معلوم نمودهً شود,,1361.0
690,471,ahak,آهک,,,,471,известь,bukhara,1088.0
691,472,hadisa-i Bukharayi,حادثه بخارای,,,,472,Бухарские событии (i.e. 1918),,1081.0
692,472,hadisa-i Bukharayi,حادثه بخارای,,,,472,also referred to as: بلوای بخارا,bukhara,1332.0
693,473,shahadat-nama,شهادت نامه,,,document_typetrade,473,удостоверение,bukhara,1367.0
694,474,magazin,مکزین,,,trade,474,سابق ازین به بخارای شریف بعضی مکزینچی ها که استقامتداشتند,bukhara,1088.0
695,475,ischot,اسچوت,,,trade,475,счёт,bukhara,1088.0
696,476,yala,یله,,,,476,"кушода, боз",,1065.0
697,476,yala,یله,,,,476,opening shipments of goods to inspect them: عاملان زکوة ایستاده زکوة مذکور را موافق شرع اموال ماده گی را یله کرده دیده اخذ نمایند,bukhara,1088.0
698,477,labka,لبکه,,,trade,477,در این باب بنام مکزینچی و لبکه داران رعیهً روسیه کشاده خط داده فرستاده امر صادر نمایند,bukhara,1088.0
699,478,kafsan,کفسن,,transoxania,taxes,478,"ҳаққе, ки ба ғайри андози подшоҳӣ дар сари хирман барои одамони амлокдор ё иҷорадор гирифта мешуд",,1065.0
700,478,kafsan,کفسن,,transoxania,taxes,478,پل خراج و کفسن مذکور مبلغ پنجهزار جار صد پنجاه سه تینگه میشده است اگر کفسن مذکور را که تعامل ولایت شده گی است از رعیه گان دولت روسیه گرفته نشود کار بتازه میشده گیست,bukhara,1088.0
701,479,murafaa,مرافعه,,islam,legal,479,разбор,bukhara,1345.0
702,480,khurd-riza,خوردریزه,,,,480,من به پیش فقرای بخارای شریف قاسم خواجه یک نیم سال خدمت کرده بودم بچهار نفر روزگار حویلی مذکور بوده گان که خورریزه اش را پردا کرده بودم بهمین خراجات کرده گی ام قاسم خواجه دخترش  که عزیز پاچا نام دارد بمن داده نی شده بحضور کلان شوند گان قشلاق نیز معلوم شد,bukhara,1345.0
703,481,fatiha,فاتحه,,,marriage,481,"to betroth: فاتحه کردن ""духтареро ба ҷавоне номзад кардан""",,1065.0
704,482,pagrinishni,پکرنیش نی,,,russianmilitary,482,,,1371.0
705,483,tankhwah,تنخواه,,,,483,"замин ва обе, ки амир ихтиёр ва даромади онро ирсан ба касе вогузор мекард",transoxania,1065.0
706,483,tankhwah,تنخواه,,,,483,قدیمی داریم که از علوفهً مایان زیادتی  ندارد,bukhara,1455.0
707,484,mushahada-nama,مشاهده نامه,,,document_typelegal,484,акт (Russian category of document with verbatim testimony),bukhara,1081.0
708,485,mazmun giriftan,مضمون گرفتن,,,,485,рамуз гирифта вазъият ё сирру асрорро фаҳмидан,,1065.0
709,485,mazmun giriftan,مضمون گرفتن,,,,485,بر هر کیف از هر بابت خیریت یکدیگر را کوشش مینایید البته تا مردمان مضمون نگیرند,bukhara,1466.0
710,486,qushkhana,قوشخانه,,transoxania,,486,манзилу макон барои меҳмонон,,1065.0
711,486,qushkhana,قوشخانه,,transoxania,,486,example of this term being used to mean guesthouse (in a province): ولایت قراتیگین داخل گردیده اولا بقوشخانه درستی نموده طیار کرده گی,bukhara,1533.0
712,487,otdel,آت دیل,,,,487,spelling: آت دیل,bukhara,1344.0
713,488,srednyi azia,سریدنی ازیا,,,russian,488,بمصرف راه آهن سریدنی ازیا,bukhara,1358.0
714,489,zhin,ژین,,,distancemeasurement,489,сажень: ژین,,1358.0
715,490,chasni,چسنی,,,,490,اپریلکوف به قرشی یکخانه چَسنی باجاره داده اند خانه مذکور خوب نبوده است اما از روی شرط نامهً شده گی اپریل کوف مذکور بخانه بی مزد پادشهای استقامت کند,bukhara,1357.0
716,491,chaqrim,چقریم,,,distancemeasurement,491,"воҳиди ченаки масофа, ки аз як километр андак зиёдтар аст, фарсах, фарсанг",,1065.0
717,492,saghir,صغیر,,,,492,сирота,bukhara,1325.0
718,493,awqat,اوقات,,,,493,средство,,1325.0
719,494,tsuviyat,تسویت,,,russian,494,اوباش ایرگش دزد و آسیف مغلوب عسکریه تسویت شده,bukhara,1336.0
720,495,zaruri-khana,ضروری خانه,,,sanitation,495,از وجه پاکزه نگاهداشتن بازار جای و ضروری خانه ها,bukhara,1472.0
721,496,,طاعون,,,,496,чума,bukhara,608.0
722,497,azada,آزاده,,,sanitation,497,"тоза, покиза, ороставу пероста",transoxania,1065.0
723,497,azada,آزاده,,,sanitation,497,از روی نشاندادۀ نچلنیک گرنیزان کرکی آزاده نگاهداشته,bukhara,1472.0
724,498,povestka,پوستکه,,,legalrussian,498,повестка,bukhara,1059.0
725,499,sardab,سرداب,,,irrigation,499,"Цистерны, наполняемыя весной дождевою водою",bukhara,1137.0
726,499,sardab,سرداب,,,irrigation,499,خانه که در زیر زمین سازند تا در گرما به آن پناه برند و آب در آنجا نگاه دارند تا سرد ماند,,8.0
727,502,konboy,کمبوی,,,russian,502,رعیه بخارا عبد الحلیم بکفیل سپرده گی را کمبوی کرده فرستانند,bukhara,1059.0
728,503,adras,ادرس,,,clothing,503,"як навъ матои дастибофи тораш абрешими пудаш аз ресмон, ки мисли беқасаб алобуло ва ё якранг мешавад",,1065.0
729,504,barak,برک,,,healthmilitaryrussian,504, باطراف بخارای شریف برک وباییً نموده شود,bukhara,1489.0
730,506,ispravka,اسپرافکه,,,russiandocument_type,506,справка,bukhara,1476.0
731,507,chiz chara,چیز جاره,,transoxania,property,507,недвижимость,bukhara,4176.0
732,507,chiz chara,چیز جاره,,transoxania,property,507,"чизу чора: асбобу анҷом, масолеҳи даркорӣ",,1065.0
733,508,sim-khana,سیم خانه,,,meaning_unclear,508,یکنفر آدم نچالنیک سیم خانه آمده به کجا دفن کناندن مردهً بچهً ناظر ناظر پوچته تیلیگراف خانهً قرشی را پُرسید,bukhara,1536.0
734,509,balwa,بلوا,,,,509,term used to refer to inter-communal Sunni Shia riot in Bukhara 1910:‌ در بین ملایان و جماعهً ایرانیان نزاع و مخالفت واقع گردیده بلوا شد,bukhara,1515.0
735,510,sarrishta,سررشته,,,,510,роҳи ҳалли ягон масъала,,1065.0
736,510,sarrishta,سررشته,,,,510,example of the term being used in the sense of solving an issue and establishing order: باید که بعدالت عالی از برای ضبط و سرشتهً ولایت و آسایش فقرا بحقیقت اینطریقه حادثه رسیده شود,bukhara,1515.0
737,511,prasant,پرسنت,,,tradefinancial,511,از وجه ذکواة رعیه گان روسیه میداده گی از دو نیم پرسینت ذکواة خودها را از مال میآمده گی و میرفته گی بمأمور خذمت ذکواة میداده گی شوند,bukhara,1356.0
738,512,nukhud,نخود,,,weightmeasurement,512,بیست وچهاریک ِ مثقال,,8.0
739,512,nukhud,نخود,,,weightmeasurement,512,بیست سه نخود الماس,bukhara,1488.0
740,513,khilt,خلط,,,health,513,در طبعیت غلامشان خِلطْ کرم بوده بواسطهً حرارت هوا و حرکت راه خِلطْ مذکور شوریده بعلت عرق عاید شده,bukhara,1544.0
741,513,khilt,خلط,,,health,513,هر چهار مزاج از مردم,,8.0
742,514,tanqiya,تنقیه,,,medicinehealth,514,داروی مخصوصی که وارد روده ٔ بزرگ کنند و بدان روده را از پلیدی پاک سازند,,8.0
743,514,tanqiya,تنقیه,,,medicinehealth,514,مقدار نیم چهار یک خون گرفته سه روز داروی تنقیه خورانده شد,bukhara,1547.0
744,515,habb,حب,,,medicinehealth,515,داروهای کوفته و سرشته و به گلوله های خرد به اندازه ٔ ماشی تا نخودی و کوچکتر و بزرگتر کرده,,8.0
745,515,habb,حب,,,medicinehealth,515,روز دو شنبه جواب داد که جنابعالیحضرتم را دعا نموده آمدم نیز چند حب داده تعرین کرده,bukhara,1547.0
746,516,manat,منات,,,money,516,"сикка, танга",,1065.0
747,516,manat,منات,,,money,516,از روی گفتهً مختار خواجه حاکم خیوه بفاحشهً اوروس گرفتار شده است که چند هزار منات داده او را آورده بوده,khorezmbukhara,1553.0
748,517,bugcha,بغچه,,,clothing,517,بسته ای از جامه و جز آن که بستا نیز گویند,,8.0
749,518,khala,خله,,,illnesshealth,518,"дарди сахти халандаи дарунӣ дар паҳлӯ, шикам",,1065.0
750,518,khala,خله,,,illnesshealth,518,چیزی خله سرفه شده اندک لاضظی عارض گردیده,bukhara,1572.0
751,519,qaqin,قاقین,,,illnesshealth,519,"лоғар, хароб; камгӯшт",,1065.0
752,519,qaqin,قاقین,,,illnesshealth,519,در این  اثنا چند روز قاقین و حکّک شده,bukhara,1574.0
753,520,hikkak,,,,,520,"ҲИҚҚАК هقك садои канда – кандаи беихтиёре, ки бар асари нуқси меъда пай дар њам аз даҳон мебарояд, ҳиқак, саксака",,1065.0
754,520,hikkak,,,,,520,در این  اثنا چند روز قاقین و حکّک شده,bukhara,1574.0
755,521,saraja,سراجه,,,,521,"занбар, занбари чўбин; занбар: آلتی چوبین به شکل مکعب مستطیل که سطح فوقانی آن باز است و در آن خاک،خشت و مانند آن کنند و از جایی به جایی برند",,1065.0
756,521,saraja,سراجه,,,,521,ببالای اسپ ایستاده نتوانسته ازینوجه سراجه کرده بدو اسپ بار کنانیده,,1576.0
757,522,sabzab,,,,drinkalcoholindia,522,"нӯшокии масткунандае, ки дар Ҳиндунстон аз як навъ алафи баргаш канаб-монанд мекашанд",,1065.0
758,522,sabzab,,,,drinkalcoholindia,522,بُولهً هندی قبل ازین دو هفته در حجرهً سرای ماین سبز آب بسیار خورده مست شده آتش بسیاری کرده است,bukhara,1586.0
759,523,chelobitie,,,,petitionsubordinate_to_superior,523,"""Russians called offers of negotiation chelobit’e, or 'petitions,' literally 'knocking of the head (on the ground),' derived from the Chinese term ketou transmitted through the time of Mongol rule.""",,
760,524,,الثافی,,,,524,"""Medieval Arabic copyists used three dots (الاثافي) to symbolise 'copied just as' when they encountered words with non-standard spelling or erroneous meaning. It’s the Arabic equivalent of the Latin 'sic' (sic erat scriptum).""",arab_world,
